District Name,School Name,Organization Type,Organization Code,StreetLocation,Latitude,Longitude,Zipcode,Phone,,,,
Learn,Dual Language Arts Academy/Academia Bilingue de las Artes,Regional Education Service Center Schools,2455014,"51 Daniels Avenue
Waterford, CT 06385
",41.33396179700003, -72.16751112399999,6385,860-434-4800,,,,
Enfield School District,Edgar H. Parkman School,Public Schools,491311,"165 Weymouth Rd.
Enfield, CT 06082
",41.94850146600004, -72.57089348999995,6082,860-253-6570,,,,
Hartford School District,Capital Preparatory Magnet School,Public Schools,646911,"1304 Main Street
Hartford, CT 06103
",41.77208081900005, -72.67580622699995,6103,860-695-9800,,,,
New London School District,Winthrop Elementary Magnet STEM School,Public Schools,950811,"74 Grove Street
New London, CT 06320
",41.367675202000044, -72.09985478899995,6320,860-447-6070,,,,
Waterbury School District,Wendell L. Cross School,Public Schools,1510811,"1255 Hamilton Ave.
Waterbury, CT 06706
",41.53311565300004, -73.01375866899997,6706,203-574-8171,,,,
Eastern Connecticut Regional Educational Service Center,Eastern Connecticut Regional Educational Service Center,Regional Education Service Center School Districts,2530014,"376 Hartford Turnpike
Hampton, CT 06247
",41.77319099600004, -72.08270660499994,6247,860-455-0707,,,,
East Lyme School District,East Lyme Middle School,Public Schools,455111,"31 Society Rd.
Niantic, CT 06357
",41.34712850400007, -72.21514930799998,6357,860-739-4491,,,,
Stamford School District,Rogers International School,Public Schools,1350811,"202 Blachley Road
Stamford, CT 06902
",41.053184835000025, -73.51461094699994,6902,203-977-4560,,,,
Fairfield School District,Osborn Hill School,Public Schools,511811,"760 Stillson Rd.
Fairfield, CT 06824
",41.17693302300006, -73.25580151799994,6824,203-255-8340,,,,
Hartford School District,Journalism and Media Academy Magnet School,Public Schools,647711,"150 Tower Street
Hartford, CT 06120
",41.79759810000007, -72.67002638199995,6120,860-695-1818,,,,
Regional School District 08,RHAM Middle School,Regional Schools,2085112,"25 Rham Rd.
Hebron, CT 06248
",41.66290340000006, -72.36796316599998,6248,860-228-9423,,,,
Department of Social Services,Department of Social Services,State Agencies,3320015,"25 Sigourney Street
Hartford, CT 06106
",41.76314026400007, -72.69361474299996,6106,860-424-5129,,,,
Hartford School District,Batchelder School,Public Schools,640411,"757 New Britain Avenue
Hartford, CT 06106
",41.73306340400006, -72.70739833799996,6106,860-695-2720,,,,
Manchester School District,Elisabeth M. Bennet Academy,Public Schools,771711,"1151 Main St.
Manchester, CT 06040
",41.76586310600004, -72.52044406999994,6040,860-647-3571,,,,
Manchester School District,Manchester High School,Public Schools,776111,"134 MiddleTpke E
Manchester, CT 06040
",41.769869361000076, -72.52829727999995,6040,860-647-3530,,,,
Hartford School District,Renzulli Academy,Public Schools,644011,"121 Cornwall Street
Hartford, CT 06112
",41.79142993500005, -72.70165766999997,6112,860-695-5160,,,,
Norwich Free Academy District,LEAD ,Life Skills, Education and Adult Development,Endowed and Incorporated Academies Schools,9010122,"90 Sachem St
Norwich, CT 06360
",41.535512753000035, -72.08768389399995,12/23/14,,,
Bethany School District,Bethany School District,Public School Districts,80011,"44 PECK ROAD
BETHANY, CT 06524
",41.42244191700007, -73.00316947199997,6524,203-393-1170,,,,
Bridgeport School District,Jettie S. Tisdale School,Public Schools,152211,"250 Hollister Avenue
Bridgeport, CT 06607
",41.17837325600004, -73.16080910199997,6607,203-576-8037,,,,
Middletown School District,MacDonough School,Public Schools,830911,"66 Spring St.
Middletown, CT 06457
",41.566330838000056, -72.65648159899996,6457,860-347-8553,,,,
Unified School District #1,Manson Youth Institution,State Agency Facilities,3361115,"42 Jarvis St.
Cheshire, CT 06410
",41.52699623800004, -72.90524858199996,6410,203-806-2570,,,,
Unified School District #1,Corrigan/Radgowski Correctional Institution,State Agency Facilities,3362415,"986 Norwich-New London Tpke.
Uncasville, CT 06382
",41.45216742100007, -72.10735976599995,6382,860-848-5729,,,,
Stamford School District,Turn of River School,Public Schools,1355511,"117 Vine Rd.
Stamford, CT 06905
",41.10062157100003, -73.54307783999997,6905,203-977-4284,,,,
North Haven School District,Green Acres Elementary School,Public Schools,1010711,"146 Upper State St.
North Haven, CT 06473
",41.40563330800006, -72.86547296599997,6473,203-239-5387,,,,
New Britain School District,Pulaski Middle School,Public Schools,895311,"757 Farmington Ave.
New Britain, CT 06053
",41.698183834000076, -72.79135819999993,6053,860-225-7665,,,,
Putnam School District,Putnam High School,Public Schools,1166111,"152 Woodstock Ave.
Putnam, CT 06260
",41.92330037000005, -71.91544727699994,6260,860-963-6905,,,,
Colchester School District,Bacon Academy,Public Schools,286111,"611 Norwich Ave.
Colchester, CT 06415
",41.57411765100005, -72.30466662499998,6415,860-537-2378,,,,
Milford School District,Mathewson School,Public Schools,841711,"466 West River St.
Milford, CT 06460
",41.23936801600007, -73.06158578399999,6460,203-783-3527,,,,
Connecticut Technical High School System,Oliver Wolcott Technical High School,CT Technical High Schools,9002216,"75 Oliver St.
Torrington, CT 06790
",41.81015778200003, -73.11155675799995,6790,860-496-5300,,,,
Darien School District,Darien High School,Public Schools,356111,"80 High School Ln.
Darien, CT 06820
",41.083598196000025, -73.48981036499998,6820,203-655-3981,,,,
Hamden School District,Church Street School,Public Schools,620211,"95 Church St.
Hamden, CT 06514
",41.35403154900007, -72.93408305999998,6514,203-407-2020,,,,
Department of Mental Health and Addiction Services,Greater Bridgeport Community Mental Health Center,State Agency Facilities,3370515,"1635 Central Ave.
Bridgeport, CT 06610
",41.189410268000074, -73.16752856899996,6610,860-262-7009,,,,
New Haven School District,Clemente Leadership Academy,Public Schools,934211,"360 Columbus Avenue
New Haven, CT 06519
",41.29774285700006, -72.93639015099996,6519,203-946-8886,,,,
Enfield School District,Enrico Fermi High School,Public Schools,496211,"124 North Maple St.
Enfield, CT 06082
",41.999107335000076, -72.54091120999993,6082,860-763-8800,,,,
Regional School District 12,Booth Free School,Regional Schools,2120212,"14 South St.
Roxbury, CT 06783
",41.55482232600008, -73.30829373499995,6783,860-354-9391,,,,
West Haven School District,Harry M. Bailey Middle School,Public Schools,1565111,"106 Morgan Ln.
West Haven, CT 06516
",41.25467517200008, -72.97845419799995,6516,203-937-4380,,,,
Norwich School District,Veterans' Memorial School,Public Schools,1041811,"80 Crouch Ave.
Norwich, CT 06360
",41.50495177100004, -72.07230785599995,6360,860-823-4209,,,,
Waterbury School District,Maloney Interdistrict Magnet School,Public Schools,1513111,"233 South Elm St.
Waterbury, CT 06706
",41.55050041900006, -73.03807444299997,6706,203-574-8162,,,,
Hartford School District,Clark School,Public Schools,642411,"75 Clark Street
Hartford, CT 06120
",41.786750519000066, -72.67747473099996,6120,860-695-3240,,,,
Shelton School District,Sunnyside School,Public Schools,1260611,"418 River Rd.
Shelton, CT 06484
",41.291029664000064, -73.07515829699997,6484,203-922-3021,,,,
Shelton School District,Perry Hill Elementary School,Public Schools,1261111,"60 Perry Hill Road
Shelton, CT 06484
",41.31306359600006, -73.09990239699994,6484,203-924-4002,,,,
Bloomfield School District,Carmen Arace Middle School,Public Schools,115211,"390 Park Ave.
Bloomfield, CT 06002
",41.822367721000035, -72.71519643199997,6002,860-286-2622,,,,
Derby School District,Derby Middle School,Public Schools,375011,"10 Nutmeg Avenue
Derby, CT 06418
",41.329828375000034, -73.09979905099993,6418,203-736-1426,,,,
Danbury School District,Alternative Center For Excellence,Public Schools,346211,"26 Locust Ave.
Danbury, CT 06810
",41.40142375800008, -73.44078363399996,6810,203-797-4786,,,,
Eastford School District,Eastford Elementary School,Public Schools,390111,"P.O. Box 158, 12 Westford Rd.
Eastford, CT 06242
",41.898568424000075, -72.08304718599999,6242,860-974-1130,,,,
Windham School District,W. B. Sweeney School,Public Schools,1630611,"60 Oak Hill Dr.
Willimantic, CT 06226
",41.725685267000074, -72.22875881899995,6226,860-465-2420,,,,
Regional School District 12,Washington Primary School,Regional Schools,2120412,"11 School St.
Washington Depot, CT 06794
",41.64683618500004, -73.32457602299996,6794,860-868-7331,,,,
New London School District,New London School District,Public School Districts,950011,"134 WILLIAMS STREET
NEW LONDON, CT 06320
",41.35753796300003, -72.10577868599995,6320,860-447-6000,,,,
Stonington School District,Mystic Middle School,Public Schools,1375211,"204 Mistuxet Ave.
Mystic, CT 06355
",41.35879338600006, -71.94578255399995,6355,860-536-9613,,,,
New Haven School District,Benjamin Jepson Magnet School,Public Schools,931811,"15 Lexington Ave.
New Haven, CT 06513
",41.29811504400004, -72.88848979599999,6513,203-691-2900,,,,
Bridgeport School District,Madison School,Public Schools,152011,"376 Wayne St.
Bridgeport, CT 06606
",41.20248376100005, -73.20911370499994,6606,203-576-7186,,,,
Old Saybrook School District,Old Saybrook Senior High School,Public Schools,1066111,"1111 Boston Post Rd.
Old Saybrook, CT 06475
",41.28753775100006, -72.39608650999998,6475,860-395-3175,,,,
Wethersfield School District,Charles Wright School,Public Schools,1591011,"186 Nott St.
Wethersfield, CT 06109
",41.716257374000065, -72.66821499499997,6109,860-571-8350,,,,
Watertown School District,Watertown High School,Public Schools,1536111,"324 French St.
Watertown, CT 06795
",41.59713467000006, -73.10191213099995,6795,860-945-4810,,,,
Department of Developmental Services ,DDS)," USD #3""",Department of Developmental Services ,DDS)," USD #3""",State Agencies,3490015,"460 Capitol Avenue
Hartford, CT 06106
",,,7/1/00,0
Bristol School District,South Side School,Public Schools,171111,"Tuttle Rd.
Bristol, CT 06010
",41.65920730600004, -72.95324467999995,6010,860-584-7812,,,,
Tolland School District,Tolland Intermediate School,Public Schools,1420211,"96 Old Post RD
Tolland, CT 06084
",41.86945785000006, -72.36911374699997,6084,860-870-6885,,,,
Lebanon School District,Lebanon Elementary School,Public Schools,710111,"479 Exeter Rd.
Lebanon, CT 06249
",41.641066376000026, -72.20646225499996,6249,860-642-7593,,,,
Meriden School District,Meriden School District,Public School Districts,800011,"22 Liberty Street, Box 848
Meriden, CT 06450
",41.536547502000076, -72.79745722799998,6450,203-630-4171,,,,
Norwich School District,John B. Stanton School,Public Schools,1041411,"386 New London Tpke.
Norwich, CT 06360
",41.52256456200007, -72.10311525199995,6360,860-823-4207,,,,
South Windsor School District,Pleasant Valley School,Public Schools,1320211,"591 Ellington Rd.
South Windsor, CT 06074
",41.811234203000026, -72.59713879599997,6074,860-291-1280,,,,
New Haven School District,John C. Daniels,Public Schools,931311,"569 Congress Ave.
New Haven, CT 06519
",41.300526071000036, -72.93818826299997,6519,203-691-3600,,,,
Norwalk School District,Nathan Hale Middle School,Public Schools,1035211,"176 Strawberry Hill Ave.
Norwalk, CT 06851
",41.116660782000054, -73.39599779999998,6851,203-899-2910,,,,
Norwalk School District,Tracey School,Public Schools,1031411,"20 Camp St.
Norwalk, CT 06851
",41.12422847300007, -73.41401854599997,6851,203-899-2960,,,,
Milford School District,West Shore Middle School,Public Schools,845311,"70 Kay Ave.
Milford, CT 06460
",41.19265173200006, -73.09897421999995,6460,203-783-3553,,,,
Canaan School District,Lee H. Kellogg School,Public Schools,210111,"47 Main St.
Falls Village, CT 06031
",41.95599282100005, -73.35895774099998,6031,860-824-7791,,,,
Fairfield School District,Dwight Elementary School,Public Schools,510111,"1600 Redding Rd.
Fairfield, CT 06824
",41.18158993600008, -73.30429006199995,6824,203-255-8312,,,,
Judicial Centers,Washington Street Detention Center,State Agency Facilities,3480515,"117 Washington St.
Hartford, CT 06106
",41.75951188600004, -72.68220190399995,6106,860-244-0700,,,,
Barkhamsted School District,Barkhamsted School District,Public School Districts,50011,"65 Ripley Hill Road
Barkhamsted, CT 06063
",41.91076534100006, -72.99203409999996,6063,860-738-4016,,,,
East Hartford School District,Sunset Ridge School Elementary Academy for Arts and World Languages,Public Schools,432411,"450 Forbes St.
East Hartford, CT 06118
",41.76427526200007, -72.60003447999998,6118,860-622-5800,,,,
Bloomfield School District,Bloomfield High School,Public Schools,116111,"5 Huckleberry Ln.
Bloomfield, CT 06002
",41.82618851600006, -72.72574266399994,6002,860-286-2630,,,,
Farmington School District,Irving A. Robbins Middle School,Public Schools,525111,"20 Wolf Pit Rd.
Farmington, CT 06032
",41.71990014000005, -72.79837305399997,6032,860-677-2683,,,,
Hartford School District,Milner Elementary School,Public Schools,641911,"104 Vine Street
Hartford, CT 06112
",41.78281317200003, -72.68810337899998,6112,860-695-4380,,,,
Bloomfield School District,Global Experience Magnet School,Public Schools,116311,"44 Griffin Rd., South
Bloomfield, CT 06002
",41.86972863700004, -72.73522709599996,6002,860-769-6600,,,,
Hartford School District,Global Communications Academy,Public Schools,643611,"85 Edwards Street
Hartford, CT 06112
",41.774125963000074, -72.68171770699996,6112,860-695-6020,,,,
Mansfield School District,Southeast Elementary School,Public Schools,780511,"134 Warrenville Rd.
Mansfield Center, CT 06250
",41.77349582100004, -72.19294483699997,6250,860-423-1611,,,,
Norwalk School District,Ponus Ridge Middle School,Public Schools,1035311,"21 Hunters Ln.
Norwalk, CT 06850
",41.12233497300008, -73.44371812099996,6850,203-847-3557,,,,
Somers School District,Somers High School,Public Schools,1296111,"59 Ninth District Rd.
Somers, CT 06071
",41.980294755000045, -72.46414706099995,6071,860-749-2270,,,,
Waterbury School District,H. S. Chase School,Public Schools,1510711,"40 Woodtick Rd.
Waterbury, CT 06705
",41.55288113100005, -73.00644198399993,6705,203-574-8188,,,,
Stamford School District,Springdale School,Public Schools,1351111,"1127 Hope St.
Stamford, CT 06906
",41.09687791300007, -73.51990536699998,6906,203-977-4575,,,,
Connecticut Technical High School System,A. I. Prince Technical High School,CT Technical High Schools,9001516,"401 Flatbush Ave.
Hartford, CT 06106
",41.743152784000074, -72.70735800799997,6106,860-951-7112,,,,
Danbury School District,Stadley Rough School,Public Schools,341611,"25 Karen Rd.
Danbury, CT 06811
",41.433909620000065, -73.42837839099997,6811,203-797-4773,,,,
New Haven School District,New Haven School District,Public School Districts,930011,"54 MEADOW STREET
NEW HAVEN, CT 06519
",41.29936872700006, -72.92567277799998,6519,203-946-8888,,,,
Hartford School District,Sarah J. Rawson Elementary School,Public Schools,641711,"260 Holcomb Street
Hartford, CT 06112
",41.795687616000066, -72.70143182299995,6112,860-695-4840,,,,
Hartford School District,Sanchez School,Public Schools,643011,"176 Babcock Street
Hartford, CT 06106
",41.75888949700004, -72.68918421899997,6106,860-695-4940,,,,
