nombre comercial,direccion,código postal,zona,teléfono,fax,email,web,contacto,sector,actividad1,actividad2,lat,lon
"SERHOGAR SYSTEM","CL ISAAC ALBENIZ (DE) 24 - LOCAL","28100","OTRAS ZONAS","916527636 / 665871470","916629949","shsmadrid1@serhogarsystem.com","www.serhogarsystem.com","MONTSERRAT LIZCANO FERNANDEZ","VARIOS","AGENCIA DE SERVICIO DOMESTICO Y ASISTENCIA PARA NIÑOS, JOVENES, ANCIANOS Y DISMINUIDOS PSIQUICOS","",40.55009563,-3.64435372
"SERVICIO TECNICO OFICIAL COINTRA","CL FAYON (DEL) 8","28100","OTRAS ZONAS","916545106 / 685742259","916541441","climasatcointra@hotmail.com","NO DISPONIBLE","FELIX LOPEZ OJEDA","CONSTRUCCION Y REFORMA","SERVICIO ASISTENCIA TECNICA MARCA COINTRA, GAS CALEFACCION","",40.54685320,-3.63686183
"SERVICIOS FUNERARIOS E. MATEO","CL RAMON FERNANDEZ GUISASOLA 18 - BAJO","28100","Z.C. CONSTITUCION","916521507 / 687719794","916534153","NO DISPONIBLE","NO DISPONIBLE","JUAN ESTEBAN FERNANDEZ","VARIOS","SERVICIOS FUNERARIOS","",40.54140787,-3.63614360
"SERVICIOS INDUSTRIALES DELGADO, S.L.","CL FUEGO (DEL) 19","28100","Z.C. CONSTITUCION","916521612","916543471","NO DISPONIBLE","NO DISPONIBLE","MANUEL DELGADO CARRASCO","VARIOS","FABRICACION DE PEQUEÑAS PIEZAS METALICAS EN SERIES CORTAS","",40.54268983,-3.63501434
"SERVICIOS INMOBILIARIOS","CL LIBERTAD (DE LA) 61 - LOCAL DERECHO","28100","LAS TIENDAS DEL CENTRO","916622351","916611285","servicios_inmobiliarios_rcl@yahoo.es","www.rctinmobiliaria.com","ROSA ELVIRA REYES CHOQUE","SERVICIOS","INTERMEDIACION INMOBILIARIA","",40.53822642,-3.63621027
"SERVIELECTRONICA","PS CHOPERA (DE LA) 105","28100","EJE CHOPERA","916617764","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","FELIX ANDRES NIETO","SERVICIOS","REPARACION","",40.54464762,-3.65003338
"SERVIHOGAR 3000","CL CONSTITUCION (DE LA) 62","28100","Z.C. CONSTITUCION","916525245 / 678611335","916510109","carmen@servihogar3000.es","www.servihogar3000.es","CARMEN CRESPO","CONSTRUCCION Y REFORMA","CENTRO COLABORADOR GAS NATURAL, VENTA REPARACION Y MANTENIMIENTO AIRE ACONDICIONADO Y CALEFACCION","",40.54340252,-3.63810253
"SERVI-LAR","CL GOBERNADOR (DEL) 5","28100","Z.C. CONSTITUCION","916531385","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","MARIANO SANCHEZ","SERVICIOS","REPARACION DE ELECTRODOMESTICOS Y VENTA DE REPUESTOS","",40.54421738,-3.64124399
"SERVIPAELLA","CL SEGOVIA (DE) 13","28100","OTRAS ZONAS","916543700 / 635413778","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","NIEVES JIMENEZ ALARCON","HOSTELERIA / OCIO","COMIDA A DOMICILIO","",40.54392786,-3.63412908
"SERVIPER, SERVICIOS PERSONALES S.L.","CL LIBERTAD (DE LA) 61","28100","LAS TIENDAS DEL CENTRO","679770838","NO DISPONIBLE","misigat1@yahoo.es","NO DISPONIBLE","MIGUEL ANGEL GARCIA GIL","SERVICIOS","ESCUELA DE IDIOMAS","",40.53822642,-3.63621027
"SEUR GEOPOST","CL GRANADA (DE) 25","28100","OTRAS ZONAS","916617152","NO DISPONIBLE","aalcoben@seur.net","NO DISPONIBLE","JUAN QUESADA","SERVICIOS","FACTURACION DE PAQUETERIA","",40.54255355,-3.64103617
"SGF ABOGADO","CL LUIS RODRIGUEZ ONTIVEROS 105","28100","OTRAS ZONAS","911623507 / 656326361","911623507","sergiogfabogado@hotmail.com","NO DISPONIBLE","SERGIO GONZALEZ FEO","SERVICIOS","DESPACHO JURIDICO. GESTORIA","",40.54937868,-3.63999848
"SIBELO 3000","CL AZALEA (DE LA) 1 - EDIF. F, LOCAL 1º, PLANTAª","28109","OTRAS ZONAS","619904498","NO DISPONIBLE","silviapri2010@hotmail.com","NO DISPONIBLE","SILVIA PRIETO","SALUD Y BELLEZA","PELUQUERIA","",40.51941663,-3.65116224
"SIDRERIA CASA FIFO","CL FRANCISCO JAVIER SAUQUILL - S/N","28100","OTRAS ZONAS","916629856  /   619783036","NO DISPONIBLE","oscargarcia_ruiz@hotmail.com","NO DISPONIBLE","OSCAR GARCIA","HOSTELERIA / OCIO","SIDRERIA","",,
"SIDRERIA EL PASEO","PS FUENTE LUCHA (DE) 10","28100","OTRAS ZONAS","916629896","NO DISPONIBLE","oscargarcia_ruiz@yahoo.es","NO DISPONIBLE","OSCAR  GARCIA RUIZ","HOSTELERIA / OCIO","BAR","",40.55845959,-3.65948627
"SIETE SENTIDOS EVENTOS","CL RAMON FERNANDEZ GUISASOLA 24 - 3º, PUERTA 1","28100","Z.C. CONSTITUCION","646862431","NO DISPONIBLE","cristina_do82@hotmail.com","NO DISPONIBLE","CRISTINA DOMINGUEZ DEL OLMO","VARIOS","ORGANIZACIÓN, DISEÑO, COORDINACION, ASESORAMIENTO Y SEGUIMIENTO DE EVENTOS Y TODO TIPO DE ACTOS PARA EMPRESAS Y PARTICULARES","",40.54130644,-3.63633791
"SIKARU","CL MARQUES DE LA VALDAVIA (D 121","28100","EJE VALDAVIA ESPAÑA","912293403","NO DISPONIBLE","miriamasanchez@hotmail.com","NO DISPONIBLE","ISMAEL ARRIBAS","HOSTELERIA / OCIO","RACIONES, TOSTAS, BUEN VINO, TERRAZA EXTERIOR","",40.54685679,-3.65591868
"SINTACMA","CL CUESTABLANCA (DE) 119","28109","OTRAS ZONAS","722675460","NO DISPONIBLE","sintacma@sintacma.es","NO DISPONIBLE","PALOMA DE JUAN","SERVICIOS","REPRESENTACION E INTERMEDIACION COMERCIAL. CONSULTORIA MEDIOAMBIENTAL","",40.52192704,-3.65490210
"SMALTE","PS CHOPERA (DE LA) 311 - POSTERIOR","28100","EJE CHOPERA","913449952 / 655047295","NO DISPONIBLE","kellygarzon833@hotmail.com","NO DISPONIBLE","KELLY GARZON","SALUD Y BELLEZA","ESTETICA , MANICURA","",40.54499962,-3.65888364
"SMILE","CL MARQUESA VIUDA DE ALDAMA 58","28100","LAS TIENDAS DEL CENTRO","916531454","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","XIAO JUN CHEN","MODA Y COMPLEMENTOS","MODA","",40.54279571,-3.63006242
"SMILE","CL MARQUESA VIUDA DE ALDAMA 40","28100","LAS TIENDAS DEL CENTRO","916512382","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","LISHUANG","MODA Y COMPLEMENTOS","ROPA MUJER CABALLERO","",40.54215551,-3.63073558
"SOHO","PZ FUENTE (DE LA) -S/N","28100","OTRAS ZONAS","916503574 / 607710559","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","LOLA","MODA Y COMPLEMENTOS","BOUTIQUE  MUJER - JOVEN","",40.54071320,-3.63448028
"SOL LATINO","CL CONSTITUCION (DE LA) 33","28100","Z.C. CONSTITUCION","916513005","676492835","info@sol-latino.com","www.sol-latino.com","CRISTINA VELA SOUTO","SALUD Y BELLEZA","CENTRO DE BRONCEADO","",40.54224379,-3.63602850
"SOL PELUQUEROS","PZ SAUCE (DEL) 2","28100","EJE VALDAVIA ESPAÑA","916538765","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","Mª PAZ FERNANDEZ COZA","SALUD Y BELLEZA","PELUQUERIA Y ESTETICA","",40.54638766,-3.64106876
"SOL Y LUNA","CL CONSTITUCION (DE LA) 65","28100","Z.C. CONSTITUCION","916526439","NO DISPONIBLE","solyluna28100@hotmail.com","NO DISPONIBLE","ALBA Mª GARCIA SANZ","MODA Y COMPLEMENTOS","ROPA DE BEBE","",40.54345941,-3.63855281
"SOLEI","AV OLIMPICA 26","28108","OTRAS ZONAS","629181513 / 916617810","NO DISPONIBLE","rafael.lopezenriquez@codere.com","www.soleil.com","NO DISPONIBLE","SALUD Y BELLEZA","CENTRO DE BRONCEADO","",40.53533642,-3.63775176
"SONAR BANGLA","CL IGLESIA (DE LA) 2","28100","OTRAS ZONAS","916593637 / 654443168","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","JAMANGIR ALAM","HOSTELERIA / OCIO","COMIDA TURCA","",40.54073638,-3.63234054
"SONAR BANGLA","CL CONSTITUCION (DE LA) 7","28100","Z.C. CONSTITUCION","916514999 / 654443168","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","JAMANGIR ALAM","HOSTELERIA / OCIO","COMIDA TURCA","",40.54152179,-3.63438812
"SORPRESAS","CL FUEGO (DEL) 40","28100","Z.C. CONSTITUCION","916539715","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","FERNANDO JAUSET CLIVILLE","HOGAR","REGALOS","",40.54429209,-3.63521578
"STYLE Y COLOR","CL MANUEL SERRANO FRUTOS (DE 4 - ESQUINA CON C/ PALESTINA","28100","Z.C. CONSTITUCION","912939848 / 627389978","NO DISPONIBLE","esther2970@hotmail.com","NO DISPONIBLE","ESTHER LEDESMA CASTILLO","SALUD Y BELLEZA","PELUQUERIA Y ESTETICA","",40.54489158,-3.64221372
"SUMINISTROS CARMAL","CL MARQUESA VIUDA DE ALDAMA 27","28100","LAS TIENDAS DEL CENTRO","910027504 / 677400356","NO DISPONIBLE","info@suministroscarmal.com","NO DISPONIBLE","DOMINGO MARTOS RIVERA","CONSTRUCCION Y REFORMA","ALUMINIOS Y PVC","",40.54185813,-3.63134505
"SUNCARE LAMINADOS","CL FUEGO (DEL) 46","28100","Z.C. CONSTITUCION","916529167","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","JOSE MANUEL LLORENT SERRANO","CONSTRUCCION Y REFORMA","LAMINADOS. TRATAMIENTO DEL METAL. TINTADO DE LUNAS","",40.54509348,-3.63523974
"SUPERMERCADOS CONDIS","PZ FELIPE ALVAREZ GADEA (DE) 6","28100","OTRAS ZONAS","916517254","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","ANTONIO ORTEGA","ALIMENTACION","SUPERMERCADO","",40.54096529,-3.63274967
"SUPERMERCADOS DIA","CL MARQUESA VIUDA DE ALDAMA 7","28100","LAS TIENDAS DEL CENTRO","917224988","NO DISPONIBLE","jorge.demiguel@diagroup.com","www.carrefour.es / www.dia.es","JORGE DE MIGUEL BUENO","ALIMENTACION","SUPERMERCADO","",40.54118117,-3.63331383
"SUPERMERCADOS DIA","CL SAN ISIDRO (DE) 11","28100","LAS TIENDAS DEL CENTRO","916522014","NO DISPONIBLE","enzorene-travacio@carrefour.com","www.carrefour.es / www.dia.es","ENZO TRAVACIO GONZALEZ","ALIMENTACION","SUPERMERCADO","",40.54352129,-3.63164526
"SUPERMERCADOS DIA","CL MARQUES DE LA VALDAVIA (D 42","28100","EJE VALDAVIA ESPAÑA","916591145","NO DISPONIBLE","enzorene-travacio@carrefour.com","www.carrefour.es / www.dia.es","ENZO TRAVACIO GONZALEZ","ALIMENTACION","SUPERMERCADO","",40.54251122,-3.63827222
"SUPERMERCADOS DIA","AV DOCTOR SEVERO OCHOA (DEL) 25","28100","EJE CHOPERA","916612750","NO DISPONIBLE","enzorene-travacio@carrefour.com","www.carrefour.es / www.dia.es","ENZO TRAVACIO GONZALEZ","ALIMENTACION","SUPERMERCADO","",40.54146460,-3.65239849
"SUPERMERCADOS DIA","PZ SAUCE (DEL) 8","28100","EJE VALDAVIA ESPAÑA","916545248","NO DISPONIBLE","enzorene-travacio@carrefour.com","www.carrefour.es / www.dia.es","ENZO TRAVACIO GONZALEZ","ALIMENTACION","SUPERMERCADO","",40.54615043,-3.64032801
"SUPERMERCADOS HIPER USERA","PS CHOPERA (DE LA) 5","28100","EJE CHOPERA","916624849","918609900","NO DISPONIBLE","www.hiperusera.es","SANTIAGO ALEGRE","ALIMENTACION","ALIMENTACION, DROGUERIA, BEBIDAS Y PERFUMERIA","",40.53832813,-3.63850042
"SUPERNOVA VIDEOJUEGOS","CL MARQUES DE LA VALDAVIA (D 121 - LOCAL 8","28100","EJE VALDAVIA ESPAÑA","620098398","NO DISPONIBLE","info@supnova.es","www.supnova.es","ISAAC DIEZ LOPEZ","HOSTELERIA / OCIO","COMPRA VENTA DE VIDEOJUEGOS, CONSOLAS MOVILES, REPARACIONES MOVILES Y ORDENADORES","",40.54708939,-3.65740610
"SURCOS","PS CHOPERA (DE LA) 204","28100","EJE CHOPERA","916622461","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","CONCEPCION RAMOS GARCIA","VARIOS","JARDINERIA Y HERBOLARIO","",40.54538764,-3.66043572
"SUSY RIAL, CENTRO DE ESTETICA","PZ ALISO (DEL) 3","28100","OTRAS ZONAS","912293049","NO DISPONIBLE","pacomurias@hotmail.com","NO DISPONIBLE","JESUSA","SALUD Y BELLEZA","DEPILACION ELECTRICA Y CERA. TRATAMIENTOS  CORPORALES Y FACIALES. MAQUILLAJES Y MICROPIGMENTACION","",40.54590221,-3.64063987
"SUZO TECHNICAL COMPONENTS ESPAÑA, S.A.U","CL MANUEL DE FALLA (DE) 12 - OFIC. 8","28100","OTRAS ZONAS","916546203","916513974","info@suzo.es","www.suzo.com","PEDRO GARCIA FERNANDEZ","SERVICIOS","DISTRIBUCION AL POR MAYOR DE COMPONENTES Y EQUIPOS ELECTRONICOS (SECTOR RECREATIVO)","",40.54895171,-3.64845751
"TABATA","CL MIRAFLORES (DE) 29","28100","EJE VALDAVIA ESPAÑA","629022215 / 911168380 / 640311808","NO DISPONIBLE","emiliogonzalezmui@gmail.com","www.esoterismotabata.com","EMILIO GONZALEZ","HOGAR","ESOTERISMO,  REGALOS Y ALIMENTACION","",40.54431950,-3.63811011
"TABERNA EL ABUELO","CL MANZANARES (DEL) 8 - 10","28100","Z.C. CONSTITUCION","916532532","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","LAURA","HOSTELERIA / OCIO","TABERNA BAR","",40.54387264,-3.63849685
"TABERNA EL ENCUENTRO","CL FLOR (DE LA) 2","28100","LAS TIENDAS DEL CENTRO","916535204 / 692924985 / 651771695","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","CRLOS SALAZAR PONCE / MARTHA MOLINA BORDA","HOSTELERIA / OCIO","BAR- CAFETERIA","",40.54009058,-3.63470798
"TABERNA JARAMA III","CL MARQUES DE LA VALDAVIA (D 17","28100","EJE VALDAVIA ESPAÑA","916615530","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","JOSE MARIA GONZALEZ IGLESIAS","HOSTELERIA / OCIO","CAFETERIA, BAR, TABERNA","",40.54063476,-3.63686999
"TABLAS DISEÑO EN MADERA","PS CHOPERA (DE LA) 107","28100","EJE CHOPERA","916624735 / 653846499","916624735","tablas.alcobendas@gmail.com","NO DISPONIBLE","Mª MAR ALVAREZ","HOGAR","MUEBLES DE BAÑO, RUSTICOS, ARMARIOS","",40.54465090,-3.65013992
"TABLEROS RAMIREZ","CL ISABEL ROSILLO (DE) 5","28100","Z.C. CONSTITUCION","916528375","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","JOSE RAMIREZ","CONSTRUCCION Y REFORMA","TABLEROS","",40.54288780,-3.63597001
"TACTO DEPILACION LASER","CL MARQUES DE LA VALDAVIA (D 95","28100","EJE VALDAVIA ESPAÑA","917648506","NO DISPONIBLE","alcobendas@tacto.es","www.tacto.es","RAQUEL MARTIN CASUSO","SALUD Y BELLEZA","DEPILACION LASER & ESTETICA","",40.54609501,-3.65108973
"TAKE A WOK,","CL MARQUES DE LA VALDAVIA (D 13 - 15 (NIVEL 3º)","28100","EJE VALDAVIA ESPAÑA","916237348","NO DISPONIBLE","bfernandez-pena@takeawok.es","www.takeawok.es","BORJA FERNANDEZ-PEÑA GOIZUETA","HOSTELERIA / OCIO","RESTAURANTE COMIDA RAPIDA WOK","",40.54063476,-3.63686999
"TALLER - AUTOLAVADO JUMI","CL PADILLA (DE) 5","28100","LAS TIENDAS DEL CENTRO","916549764","916549764","zutolavadojumi@mixmail.com","www.confortauto.com","JUAN PAYOL ALONSO","SERVICIOS","MECANICA RAPIDA, NEUMATICOS Y LAVADOS","",40.54158514,-3.63240622
"TALLERES ALMERIA","CL ALMERIA (DE) 6","28100","OTRAS ZONAS","916546192 / 607839161","NO DISPONIBLE","talleres-almeria@telefonica.net","NO DISPONIBLE","JUAN CARLOS AGRAZ SANCHEZ","SERVICIOS","TALLER MECANICO","",40.55103569,-3.64461534
"TALLERES ALVI","CL TAJO (DEL) 4","28100","OTRAS ZONAS","916527482","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","ALEJANDRO PUIG SALES","SERVICIOS","MECANICA, CHAPA Y PINTURA","",40.54478433,-3.63865941
"TALLERES ANTONAUTO","CL GRANJA (DE LA) 76","28108","OTRAS ZONAS","607601780 / 91 490 58 67","NO DISPONIBLE","talleresantonauto@hotmail.com","NO DISPONIBLE","ELADIO ANTON","SERVICIOS","TALLER REPARACION DE VEHICULOS, SERVICIO OFICIAL PEUGEOT","",40.53339374,-3.65679419
"TALLERES ARRIBAS","CL ISLAS BIKINI (DE LAS) 2","28100","EJE VALDAVIA ESPAÑA","916618165","NO DISPONIBLE","info@talleresarriba.com","www.talleresarribas.com","JOSE A. ARRIBAS","SERVICIOS","TALLER REPARACION DEL AUTOMOVIL","",40.54256729,-3.63915816
"TALLERES BENAYAS","CL TARRAGONA (DE) 7 - ESQUINA AVD. DE LA ZAPORRA 61","28100","OTRAS ZONAS","916639099 / 617465277","916612229","info@talleresbenayas.com","www.talleresbenayas.com","SORAYA BENAYAS LOPEZ","SERVICIOS","MECANICA Y ELECTRICIDAD GENERAL TODAS LAS MARCAS DEL AUTOMOVIL","",40.54885814,-3.64146840
"TALLERES BENAYAS","CL MINA (DE LA) 5 - ESQUINA CON LA CALLE CORDOBA","28100","OTRAS ZONAS","916613432 / 617465277","916612229","info@talleresbenayas.com","www.talleresbenayas.com","FERNANDO  BENAYAS LOPEZ","SERVICIOS","MECANICA Y ELECTRICIDAD DE TODAS LAS MARCAS DE VEHICULOS","",40.54004020,-3.63702113
"TALLERES INFANTES","PS CHOPERA (DE LA) 36","28100","EJE CHOPERA","916618393","NO DISPONIBLE","talleresinfantes@gmail.com","NO DISPONIBLE","MANUEL ANGEL LORENZO PEREZ","SERVICIOS","MECANICA EN GENERAL","",40.53903700,-3.63839798
"TALLERES JOSE LUIS","CL ISLAS BIKINI (DE LAS) 16 - 22","28100","EJE VALDAVIA ESPAÑA","916613803","NO DISPONIBLE","castillo@fordservicios.com","NO DISPONIBLE","ANA BELEN DEL CASTILLO CRUZ","SERVICIOS","CONCESIONARIO FORD","",40.54153296,-3.64035441
"TALLERES JULIAN LARA","CL ISLAS BIKINI (DE LAS) 5","28100","EJE VALDAVIA ESPAÑA","916615468","916615468","NO DISPONIBLE","NO DISPONIBLE","JULIAN LARA","CONSTRUCCION Y REFORMA","VENTANAS Y PUERTAS, CERRAMIENTO DE TERRAZAS DE ALUMINIO Y PVC","",40.54251419,-3.63906425
"TALLERES LEMA MOTOR 1","CL SANTIAGO APOSTOL (DE) 9","28100","LAS TIENDAS DEL CENTRO","916533484","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","ANTONIO","SERVICIOS","ELECTROMECANICA DEL AUTOMOVIL","",40.54293047,-3.63149790
"TALLERES MABESA","CL CODO (DEL) 6","28100","OTRAS ZONAS","916532441 / 654305104","916532441","NO DISPONIBLE","NO DISPONIBLE","JULIAN BERNAL","SERVICIOS","MECANICA,  ELECTRICIDAD Y AIRE ACONDICIONADO DEL AUTOMOVIL","",40.53971374,-3.63349727
"TALLERES MONTERO","CL TAJO (DEL) 20","28100","OTRAS ZONAS","916523018","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","PAQUI","SERVICIOS","CARROCERIA: CHAPA Y PINTURA","",40.54542311,-3.63891410
"TALLERES MORATA","CL BURGOS (DE) 41","28100","OTRAS ZONAS","916514961","NO DISPONIBLE","morata.motor@gmail.com","NO DISPONIBLE","DANIEL ROPERO MORATA","SERVICIOS","MECANICA EN GENERAL","",40.55172070,-3.64270577
"TALLERES PASVI","CL TOMAS RODRIGUEZ PUERTAS ( 8","28100","OTRAS ZONAS","916523509","916523509","NO DISPONIBLE","NO DISPONIBLE","GREGORIO VILLAPLANA GIBAJA","SERVICIOS","REPARACION DE AUTOMOVILES, CHAPA Y PINTURA","",40.54240629,-3.63430170
"TALLERES RONEIZ","CL ISLA DE CORCEGA (DE LA) 18","28100","OTRAS ZONAS","645948617 / 912414302","912414357","info@talleresroneiz.com","NO DISPONIBLE","IZQUIERDO ALVARO, MIGUEL ANGEL","SERVICIOS","TALLERES REPARACION LUNAS AUTOMOVIL","",40.54189354,-3.63910866
"TALLERES VALDEMORO","CL FUEGO (DEL) 45","28100","Z.C. CONSTITUCION","916540336","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","ALVARO","SERVICIOS","LAVADO Y ENGRASE","",40.54464489,-3.63545874
"TALLERES Y GARAJES MOYA","BL SALVADOR ALLENDE (DE) 11 - BAJO - 1","28100","OTRAS ZONAS","916620852","916620939","tgmoya@bosch-bcs.com","NO DISPONIBLE","JOSE LUIS MOYA GARROSA","SERVICIOS","VENTA Y REPARACION AUTOMOVILES Y CAMIONES. NISSAN","",40.53789960,-3.63448095
"TALLERES Y GARAJES MOYA","CL PASCUAL HERMANOS (DE) 12","28100","OTRAS ZONAS","916620852","916620939","talleresmoya@grupomie.telefonica.net","NO DISPONIBLE","JOSE LUIS MOYA GARROSA","SERVICIOS","VENTA Y REPARACION AUTOMOVILES Y CAMIONES. NISSAN","",40.53819273,-3.63447524
"TAMSCAR - AUDIO","PZ ENCINA (DE LA) 1","28100","OTRAS ZONAS","916638470","NO DISPONIBLE","info@tamscar-audio.es","www.tamscar-audio.es","OSCAR","SERVICIOS","VENTA E INSTALACION DE ACCESORIOS DE AUTOMOVIL Y TINTADO DE LUNAS","",40.54698259,-3.63927579
"TAMSCAR AUDIO","PZ ENCINA (DE LA) 1","28100","OTRAS ZONAS","916638470  /  609733203","NO DISPONIBLE","info@tamscar-audio.es","www.tamscar-audio.es","OSCAR RUIZ MERINO","SERVICIOS","PRODUCTOS ELECTRONICOS  PARA VEHICULOS . TUNING","",40.54698259,-3.63927579
"TANSPORTES DRIVER EXPRESS","PZ ENCINA (DE LA) 2 - 1º, PUERTA 2","28100","OTRAS ZONAS","655035750","NO DISPONIBLE","info@transportesdriver.com","www.trasnportesdriver.com","JUAN DAVID GUTIEREZ SANCHEZ","SERVICIOS","TRANSPORTES, MUDANZAS","",40.54687373,-3.63943139
"TAPICERIA BEGO","CL MARQUESA VIUDA DE ALDAMA 35","28100","LAS TIENDAS DEL CENTRO","916537356","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","PABLO JOSE SAENZ HERNANDEZ","HOGAR","TAPICERIA","",40.54209775,-3.63109597
"TAPICERIAS LALI","CL MARQUES DE LA VALDAVIA (D 19","28100","EJE VALDAVIA ESPAÑA","916615317","916615317","tapiceriaslali@hotmail.es","NO DISPONIBLE","LALI IGLESIAS MAROTO","HOGAR","CONFECCION DE CORTINAS Y ESTORES, TAPICERIAS. SE RESTAURAN TRESILLOS Y SE HACEN NUEVOS","",40.54063476,-3.63686999
"TAPICERIAS SANTIAN","AV DOCTOR SEVERO OCHOA (DEL) 9","28100","EJE CHOPERA","916615781","NO DISPONIBLE","tapiceriassantian@hotmail.com","NO DISPONIBLE","ANA JIMENEZ","HOGAR","TAPICERIAS HOGAR, ROPA DE CAMA Y MESA","",40.54401133,-3.65054848
"TAPICERIAS VALMAR","CL MARQUESA VIUDA DE ALDAMA 21","28100","LAS TIENDAS DEL CENTRO","916521392","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","CABEZAS LAGUNA, MARIA JESUS","HOGAR","HOGAR Y DECORACION","",40.54170724,-3.63179120
"TARDUCHY","CL MARQUESA VIUDA DE ALDAMA 8","28100","LAS TIENDAS DEL CENTRO","916639748 / 610910525","NO DISPONIBLE","info@tarduchyregalos.com","NO DISPONIBLE","ANA BELEN TARDUCHY VALCARCEL","MODA Y COMPLEMENTOS","PRENDAS DE PIEL, BOLSOS, CINTURONES Y ARTICULOS DE VIAJE","",40.54107708,-3.63327866
"TARGOBANK","AV CAMILO JOSE CELA (DE) 1 -3-5","28100","OTRAS ZONAS","914901790","NO DISPONIBLE","02163302@targobank.es","NO DISPONIBLE","NO DISPONIBLE","SERVICIOS","ENTIDAD BANCARIA","",40.54663328,-3.65683688
"TARTALIA","AV CAMILO JOSE CELA (DE) 1 - VUELTA A MARQUES DE LA VALDAVIA, S/N","28100","OTRAS ZONAS","916624949","913320287","tartalia@tartalia.com","www.tartalia.com","ANGEL LORENZO MARTINEZ","ALIMENTACION","PASTELERIA","",40.54663328,-3.65683688
"TATS","PS CHOPERA (DE LA) 110 ENTRADA CL JACINTO BENAVENTE","28100","EJE CHOPERA","916629591 / 629955293","NO DISPONIBLE","normaruizr@yahoo.com","NO DISPONIBLE","NORMA RUIZ RELLOSO","HOGAR","COMPLEMENTOS FEMENINOS (BOLSOS, BISUTERIA Y COMPLEMENTOS)","",40.54472777,-3.64681303
"TATS","PS CHOPERA (DE LA) 110","28100","EJE CHOPERA","629955293","NO DISPONIBLE","tiendatats@yahoo.es","NO DISPONIBLE","NORMA GABRIELA RUIZ RELLOSO","MODA Y COMPLEMENTOS","BOLSOS Y COMPLEMENTOS","",40.54472777,-3.64681303
"TATS","CL MARQUES DE LA VALDAVIA (D 41","28100","EJE VALDAVIA ESPAÑA","629955293","NO DISPONIBLE","tiendatats@yahoo.es","NO DISPONIBLE","NORMA GABRIELA RUIZ RELLOSO","MODA Y COMPLEMENTOS","BOLSOS Y COMPLEMENTOS","",40.54283416,-3.63939746
"TAYKA","PS VALDELASFUENTES (DE) 5 - PORTAL 6 LOCAL 5","28100","VALDELASFUENTES","913231255 / 912939060 / 615434617","912939060","tayka@ono.com","NO DISPONIBLE","LOURDES OTERO BALADO","HOSTELERIA / OCIO","LIBRERIA Y PAPELERIA (ACTIVIDADES DE ANIMACION A LA LECTURA, TALLERES, CUENTACUENTOS)","",40.54982660,-3.65401032
"TECARTOP","PS VALDELASFUENTES (DE) 10 - PORTAL 12 4º A","28100","VALDELASFUENTES","656434466","NO DISPONIBLE","info@tecartop.com","www. Tecartop.com","RAUL RABADAN ENCINAR","SERVICIOS","TOPOGRAFIA","",40.55063003,-3.65306281
"TECFISA","CL SAN LESMES (DE) 7 - 1º B","28100","OTRAS ZONAS","916523299-916523377","916546347","NO DISPONIBLE","NO DISPONIBLE","FRANCISCO RUBIO TABAS","SERVICIOS","ASESORIA JURIDICA, FISCAL, LABORAL","",40.54317644,-3.63941174
"TECNOCASA","CL JARAMA (DEL) 10","28100","Z.C. CONSTITUCION","916611690","916611669","mdba2@tecnoca.es","www.tecnocasa.es","ISRAEL","SERVICIOS","INMOBILIARIA","",40.54430647,-3.63906157
"TECNOCOPY","CL FUEGO (DEL) 59","28100","Z.C. CONSTITUCION","916636426","916520294","comercial@tecno-copy.com","www.tecno-copy.com","SERGIO SOTO","VARIOS","REPROGRAFIA Y FOTOCOPIAS","",40.54558485,-3.63551506
